UNICA ATACADISTA DE TINTAS

FORNECEDORES - COMPLETO 31/08/2026 19:55

Cadastro Inicial : TODOS
Cadastro Final : TODOS
Atividade : TODOS
Material para Revenda : TODOS
Situação : ATIVOS
Ordenar por : CÓDIGO
Destino : CSV

CÓDIGO;NOME DO FORNECEDOR;ENDEREÇO;BAIRRO;CIDADE;UF;;C.E.P.;CAIXA POSTAL;C.P.F./C.N.P.J.;INSC. ESTADUAL;;CONTATO;DATA DE CADASTRO;TELEFONE;FAX
"00000335";"O RETALHAO MALHAS E TECIDOS LTDA";"ED TAGUACENTER LOJAS 32/34";"TAGUATINGA";"BRASILIA";"DF";" ";"72000000";"";"00451419000160";"0733421100185";" ";"";18/07/2016;"";""
"00000336";"AUTO POSTO SAO MARCOS LTDA";"SPMS ROD BRASILIA ANAPOLIS LT";"NUCLEO BANDEIRANTE";"BRASILIA";"DF";" ";"72000000";"";"72587132000172";"0734513600158";" ";"";18/07/2016;"";""
"00000337";"URUACU TRANSP. C. LOG. LTDA";"AVENIDA MARIA DE MELO";"ZONA INDUSTRIAL PEDRO ABRAO";"GOIÂNIA";"GO";" ";"74583245";"";"73752297000115";"102644810";" ";"";18/07/2016;"26235729200";""
"00000338";"SONIA SERTANEJO NETO EIRELI - ME";"ADE QD 04 CONJ H LOTE";"PSUL";"BRASILIA";"DF";" ";"72237010";"";"25026015000150";"0777249300179";" ";"LEONARDO";27/07/2016;"61 33763316";""
"00000339";"INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS";"PLANO PILOTO";"PLANO";"BRASILIA";"DF";" ";"72000000";"";"16727230000197";"";" ";"";19/07/2016;"";""
"00000340";"CRECHE ABC CRIANCA";"EQNO 3/5 BLOCO C (COMERCIO)";"CEILANDIA NORTE (CEILANDIA)";"BRASILIA";"DF";" ";"72250513";"";"05497296000111";"";" ";"";05/08/2016;"";""
"00000341";"OGAWA SALGADOS PARA FESTAS EIRELI-ME";"ADE CJ 11 LT 07 LJ";"AGUAS CLARAS";"BRASILIA";"DF";" ";"72000000";"";"13833771000101";"0757694200113";" ";"";20/07/2016;"";""
"00000342";"THALISSON SANTOS DE LIMA";"QE 40 CONJUNTO M";"GUARA II";"BRASILIA";"DF";" ";"71070132";"";"17390944000115";"0763136900146";" ";"";01/08/2016;"61 30222466";"61 84071366"
"00000343";"BASE ATACADISTA LTDA";"ADE AGUAS CLARAS CJ 31 LOT 1 N 1";"AGUAS CLARAS";"BRASILIA";"DF";" ";"72000000";"";"06108817000326";"0745270800322";" ";"";20/07/2016;"";""
"00000344";"ALFA EMBALAGEM LTDA-ME";"QNM 20 CONJ B LOTE 10 E 12";"CEILANDIA N";"BRASILIA";"DF";" ";"72000000";"";"23508915000108";"0774122100199";" ";"";12/08/2016;"98  5970142";""
"00000345";"CAIXA ECONOMICA FEDERAL";"PLANO";"CENTRO";"BRASILIA";"DF";" ";"72000000";"";"00360305000104";"";" ";"";28/07/2016;"";""
"00000346";"STUDIO 54 LOCACOES LTDA-ME";"RUA 20 LOTE 18 POLO DE MODAS";"GUARA";"BRASILIA";"DF";" ";"72000000";"";"04646556000100";"0742592200124";" ";"";01/08/2016;"";""
"00000347";"ANA PAULA DA SILVA SANTOS - ME";"QE 38 CONJUNTO O";"GUARA II";"BRASILIA";"DF";" ";"71070150";"";"14813066000105";"";" ";"";28/07/2016;"";""
"00000348";"MARCELO SILVA RIBAS";"QS 11 CONJUNTO A LOTE 101 AREAL";"AGUAS CLARAS";"BRASILIA";"DF";" ";"72000000";"";"11722361000168";"0753694800177";" ";"";05/08/2016;"61 84592231";""
"00000349";"DAUTO COELHO DOS SANTOS";"QE 30 CONJUNTO F";"GUARA II";"BRASILIA";"DF";" ";"71065060";"";"30825415187";"";" ";"";29/07/2016;"";""
"00000350";"MS PRODUCOES E EVENTOS SERVICOS GRAFICOS LTDA-ME";"AE 2A CONJ F LT 11 LJ";"GUARA II";"BRASILIA";"DF";" ";"72000000";"";"16099523000177";"";" ";"";02/08/2016;"   32570360";""
"00000351";"MARLENE MARIA DOS SANTOS RODRIGUES";"CEILANDIA";"CEILANDIA";"BRASILIA";"DF";" ";"72000000";"";"39298604149";"";" ";"";29/07/2016;"";""
"00000352";"FABIANO ANTONIO FERREIRA ME";"SOPI CONJ B LOTE";"NUCLEO BANDEIRANTE";"BRASILIA";"DF";" ";"72000000";"";"11934186000172";"0753959500176";" ";"";23/08/2016;"";""
"00000353";"J.M.C LIMA SERVICOS DE MANUT DE FILTROS ME";"C";"TAGUATINGA CENTRO (TAGUATINGA)";"BRASILIA";"DF";" ";"72010100";"";"12597317000136";"0755283300142";" ";"";08/08/2016;"61 30425949";""
"00000354";"F & C COM VAREJISTA DE MAT ELETRICOS LTDA-ME";"SIA COMPLEXO C BLOCO F";"ZONA INDUSTRIAL (GUARA)";"BRASILIA";"DF";" ";"71215000";"";"18557429000140";"0765144500298";" ";"";16/08/2016;"   33610480";""
"00000355";"ADEVILSON DA MOTA RAMOS";"QNM 10 CONJUNTO D";"CEILANDIA NORTE (CEILANDIA)";"BRASILIA";"DF";" ";"72210104";"";"24660039000101";"0776593000182";" ";"";08/08/2016;"61985777508";""
"00000356";"PEDRO EDENIR DA ROCHA";"CSD";"TAGUATINGA SUL (TAGUATINGA)";"BRASILIA";"DF";" ";"72020015";"";"18450238000184";"0765017500108";" ";"";26/09/2016;"61 35261848";""
"00000357";"ALCE TRANSPORTES E TECNOLOGIA";"CH.96 LOTE 01-B LOJA";"ST HAB VIC PIRES";"BRASILIA";"DF";" ";"72110800";"";"07771806000122";"";" ";"";12/08/2016;"";""
"00000358";"FERRAGENS PONTUAL LTDA-EPP";"AE 4 LT A BL A LJ 5/7";"GUARA II";"BRASILIA";"DF";" ";"72000000";"";"03786232000105";"0740969400113";" ";"";24/08/2016;"";""
"00000359";"ELETRICA SARAIVA LTDA-EPP";"AREA ESPECIAL 2-A CJ 01 LOTE";"GUARA I";"BRASILIA";"DF";" ";"72000000";"";"01790612000198";"0737371900143";" ";"";24/08/2016;"";""
"00000360";"ARCO-IRIS ARMARINHO E CONFECCOES LTDA-ME";"QE 40 CONJ R LOTE";"GUARA II";"BRASILIA";"DF";" ";"71070970";"";"26422675000112";"0732773500130";" ";"";24/08/2016;"61 33813500";""
"00000361";"R&H COMERCIO DE ALIMENTOS LTDA-ME";"QS 11 CJ D LTS 09-10-11 E 32";"VILA AREAL";"BRASILIA";"DF";" ";"72000000";"";"07462059000140";"0746787300104";" ";"";24/08/2016;"";""
"00000362";"BRASPLASTICOS IND E COM DE EMBALAGENS LTDA";"QI 25, LOTE 29 E 30";"SETOR INDUSTRIAL (TAGUATINGA)";"BRASILIA";"DF";" ";"72135250";"";"09176186000109";"0749507200150";" ";"";26/09/2016;"61 33950075";""
"00000364";"LUMIBRAS COMERCIOS E SERVICOS DE LETREIROS LUMINOS";"SMDC QUADRA 4 LOTE 31/32 CEILANDIA NORTE";"SETOR DE MATERIAIS DE CONSTRUC";"BRASILIA";"DF";" ";"72265715";"";"09208451000193";"0749578300106";" ";"";03/10/2016;"61 33547503";""
"00000365";"MUNDIAL CENTER ATACADISTA";"RODOVIA BR-";"SAMAMBAIA SUL (SAMAMBAIA)";"BRASILIA";"DF";" ";"72317800";"";"01713958000354";"0737032300305";" ";"";21/10/2016;"61 21083803";""
"00000366";"IND. DE GOND. NOSSA SRA. APARECIDA LTDA";"AVENIDA W 6 CH 3";"CHACARAS SAO PEDRO";"APARECIDA DE GOIÂNIA";"GO";" ";"74923225";"";"09505796000109";"104276835";" ";"";03/10/2016;"62 32424040";""
"00000367";"TRONIX COMERCIO E SERVICOS DE INFORMATICA";"CLN 5 BLOCO K (COMERCIO)";"RIACHO FUNDO I";"BRASILIA";"DF";" ";"71805531";"";"11044194000143";"0752522700125";" ";"";16/11/2016;"61 33991520";""
"00000368";"JORGE FERREIRA DE SOUSA";"QUADRA";"RESIDENCIAL PORTAL DA BARRAGEM";"ÁGUAS LINDAS DE GOIÁS";"GO";" ";"72912267";"";"21113223000135";"106138057";" ";"PORTA ETIQUETA";16/11/2016;"   32353280";""
"00000369";"BIG COMERCIO DE PARAFUSOS E FERRAGENS LTDA";"Q 5C LOTE 07 LOJA";"ZONA INDUSTRIAL (GUARA)";"BRASILIA";"DF";" ";"71200055";"";"08258885000135";"0748040600148";" ";"";17/11/2016;"61 33614439";""
"00000370";"FREE LASER REC DE CARTUCHOS E SERV LTDA";"SDS ED VENANCIO VI LJ 14 SUBSOLO, 14 - CONIC";"ASA SUL";"BRASILIA";"DF";" ";"70393905";"";"08313928000138";"0747971000108";" ";"";07/12/2016;"61 33218809";""
"00000371";"ATM COMERCIO DE GASES EIRELI - ME";"QUADRA AC 219 CONJUNTO D";"SANTA MARIA";"BRASILIA";"DF";" ";"72549320";"";"22259443000134";"0771673800184";" ";"";14/02/2017;"61 33948655";""
"00000373";"TECH FLEET";"";"";"CIDADE CONVERSAO";"DF";" ";"";"";"";"";" ";"";;"";""
"00000374";"RIOCARGAS DISTRIBUICAO E LOGISTICA LTDA";"ARTHUR ANTONIO SENDAS,";"PORTO VELHO";"SÃO GONÇALO";"RJ";" ";"24426148";"";"23392260000155";"87020592";" ";"";09/12/2016;"21 37542122";""
"00000375";"RAPIFIX FITAS ADESIVAS";"RUA CAI";"VILA PRINCESA IZABEL";"CACHOEIRINHA";"RS";" ";"94940030";"";"01000391000107";"1770149578";" ";"CESAR";05/05/2017;"51 34413080";""
"00000376";"CARREFOUR COMERCIO E INDUSTRIA LTDA";"ST COMERCIAL SUL QD 5 BL E S/N";"ASA SUL";"BRASILIA";"DF";" ";"70310500";"";"45543915000343";"0731281000233";" ";"";10/12/2016;"";""
"00000377";"CITEL ANALISE E PROGRAMACAO DE SISTEMA LTDA";"AVENIDA MAURILIO BIAGI - ATE 2000 - LADO PAR";"SANTA CRUZ DO JOSE JACQUES";"RIBEIRAO PRETO";"SP";" ";"14020750";"";"51212892000125";"";" ";"FRED";16/05/2017;"16 40096000";""
"00000378";"DAUTO TINTAS LTDA";"ADE CONJUNTO 12 LOTE";"AREA DE DESENVOLVIMENTO ECONOM";"BRASILIA";"DF";" ";"71987540";"";"01969415000564";"0737590800500";" ";"";11/05/2017;"61 33998937";""
"00000379";"MERCADO DAS TINTAS LTDA ME";"POLO DE MODAS RUA 22 LT 1";"GUARA I";"BRASILIA";"DF";" ";"71015127";"";"72628407000411";"0747233400410";" ";"";11/05/2017;"61 33011055";""
"00000380";"DIVERSOS";"Q1";"";"BRASILIA";"DF";" ";"11111111";"";"00000000000000";"";" ";"";05/06/2017;"";""
"00000381";"ETITEC SOLUCOES INTELIGENTES";"QI 12 LOTES 21 A 23 LOJA 01";"TAGUATINGA NORTE";"TAGUATINGA NORTE";"DF";" ";"72135120";"";"22861342000139";"0772910900185";" ";"EMIVAL";07/06/2017;"61 33557400";""
"00000382";"ANJO QUIMICA DO BRASIL LTDA";"AC RIO MAINA";"RIO MAINA";"RIO MAINA";"SC";" ";"88818800";"";"02921346000158";"253852110";" ";"GILBERTO";08/06/2017;"55548346180";""
"00000383";"BRILHO ESTOPA";"Q ADE QUADRA 04 CONJ H LOTE 10";"CEILANDIA";"CEILANDIA";"DF";" ";"70000000";"";"25026015000150";"0777249300179";" ";"VERONICA";07/07/2017;"61 33763316";""
"00000384";"Axalta Coating Systems Brasil Ltda";"Av. Lindomar Gomes de Oliveira";"CUMBICA";"GUARULHOS";"SP";" ";"07220900";"";"15373395000145";"796011654119";" ";"";22/08/2017;"11 24658133";""
"00000386";"PLASZOM ZOMER INDUSTRIA DE PLASTICOS LTDA";"RODOVIA SC 108 S/N KM 336,1 CORRIDAS";"ORLEANS";"ORLEANS";"SC";" ";"88870000";"";"85285963000301";"253421985";" ";"";04/10/2017;"48 34666300";""
"00000387";"ALCANCE TECNOLOGIA QUIMICA LTDA";"RUA BALTAZAR CARRASCO DOS REIS 2065";"";"REBOUÇAS";"PR";" ";"80230070";"";"25297083000234";"9074272859";" ";"";16/10/2017;"41 31512990";""
"00000388";"ITALIA TRANSPORTES RODOVIARIOS EIRELI - EPP";"AVENIDA DOS IMIGRANTES NUMERO 1359";"CRICIUMA";"CRICIÚMA";"SC";" ";"88817615";"";"81574188000183";"251912680";" ";"";18/10/2017;"48 34387070";""
"00000389";"AMS MATERIAL DE LIMPEZA EIRELI ME";"TERCEIRA AVENIDA AE 12 LOTE G1 LOJA 01";"NUCLEO BANDEIRANTE";"NUCLEO BANDEIRANTE";"DF";" ";"71710350";"";"23499501000160";"";" ";"";24/10/2017;"61 30220005";""
"00000390";"JOSE ALTEMAR BARBOSA SOARES ME";"QUADRA 04 LOTE 280";"GAMA";"BRASILIA";"DF";" ";"72445040";"";"03606761000180";"0747016000162";" ";"";26/10/2017;"";""
"00000391";"SI SUPORTE INFORMATICA EIRELI-ME";"QUADRA 03 LOTE 1140 SALAS 101 A 105";"SAAN";"BRASILIA";"DF";" ";"70632310";"";"07832286000110";"0747742600107";" ";"";30/10/2017;"";""
"00000392";"CAMARA DE DIRIGENTES LOJISTAS DO DISTRITO FEDERAL";"SETOR SIA TRECHO 17 VIA IA-A";"SETOR DE INDUSTRIA E ABASTECIMENTO";"BRASILIA";"DF";" ";"71200260";"";"00114868000112";"";" ";"";31/10/2017;"61 32181500";""
"00000394";"KINGHOST HOSPEDAGEM DE SITES";"AV CRISTOVAO COLOMBO 2360 CONJ 605";"BAIRRO FLORESTA";"PORTO ALEGRE";"RS";" ";"90560002";"";"05305671000184";"20227523";" ";"";05/01/2018;"";""
"00000395";"BOREAL TINTAS LTDA ME";"SOF CONJ D LOTE 76 SN";"PLANALTINA";"PLANALTINA";"DF";" ";"73340040";"";"03206923000192";"0739719900131";" ";"";06/01/2018;"61 33896743";""
"00000396";"OBJETIVA ATACADISTA DA CONTRUÇÃO LTDA";"STRC TRECHO 2 CONJUNTO D";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71225524";"";"05059270000191";"0743393100187";" ";"";08/01/2018;"61 34623535";""
"00000397";"TELEBINA TELECOM";"SCLN COMERCIO LOCAL QUADRA 410 BLOCO C LOJA 67";"";"BRASILIA";"DF";" ";"70865530";"";"11002387000131";"";" ";"";10/01/2018;"61 33492626";""
"00000398";"ELETROGOMES MAT ELETRICOS E ILUMINACAO";"SIA QUADRA 05 C AREA ESPECIAL 0910 S/N";"SIA";"BRASILIA";"DF";" ";"72215000";"";"22751834000171";"0772724600185";" ";"";12/01/2018;"61 33610480";""
"00000399";"AC COELHO MATERIAIS PARA CONSTRUÇÃO LTDA";"TRECHO SIA TRECHO 3 LOTES 1010 ZONA INDUSTRIAL";"GUARA";"BRASILIA";"DF";" ";"71200030";"";"37083474000154";"0730942600157";" ";"";12/01/2018;"61 34033434";""
"00000400";"HOMETECK SISTEMAS CONSTRUTIVOS";"SIA TRECHO 3 LT 425,435,445 E 455";"GUARA";"BRASILIA";"DF";" ";"71200030";"";"14959979000304";"0759705900341";" ";"";16/01/2018;"61 35481520";""
"00000401";"CASA DO CONSTRUTOR";"SCLRN 713 BLOCO A LOJA 33";"ASA NORTE";"BRASILIA";"DF";" ";"70760531";"";"15245835000260";"";" ";"";16/01/2018;"";""
"00000402";"FRIGELAR COMERCIO E INDUSTRIA LTDA";"TRECHO SIA TRECHO 1 L1290 1300 1310 1320";"";"BRASILIA";"DF";" ";"71200012";"";"92660406003134";"0775006600243";" ";"";23/01/2018;"";""
"00000403";"ROMMA SISTEMAS DE SEGURANÇA ELETRONICAEIRELI";"ZONA INDUSTRIAL";"GUARA";"BRASILIA";"DF";" ";"71200033";"";"29188143000150";"0783718200109";" ";"";26/01/2018;"61 32334000";""
"00000404";"ROSSI SOLUÇOES DISTRIBUIDORA DE PRODDE SEG LTDA";"ADE CONJUNTO 19 LOTE 39";"AGUAS CLARAS";"BRASILIA";"DF";" ";"71989000";"";"09472954000333";"0750170100309";" ";"";06/02/2018;"61 33993888";""
"00000405";"JO COMERCIO E DISTRIBUIÇAO DE PAPEIS EIRELI-ME";"QNH 10 LOTE 01 LOJA 003";"TAGUATINGA";"BRASILIA";"DF";" ";"72130600";"";"16640438000174";"0761800600157";" ";"";22/02/2018;"61 32349588";""
"00000406";"RTL CARGAS E LOGISTICA LTDA-ME";"AV REZENDE 45 QD 75 LT 06 SI.MTZ";"SAO FRANCISCO";"GOIÂNIA";"GO";" ";"74455210";"";"10712033000118";"104490195";" ";"";23/02/2018;"62329520000";""
"00000407";"JBS COMERCIO DE MOVEIS EIRELI-ME";"CNB LOTE 14";"TAGUATINGA";"BRASILIA";"DF";" ";"72120025";"";"28369054000148";"0782193200197";" ";"";27/02/2018;"61 33544000";""
"00000408";"TEL-LINE TELECOMUNICAÇOES";"SOFN CL QUADRA 02 CONJ ALOJA 10";"SETOR DEOFICINAS";"BRASILIA";"DF";" ";"70634210";"";"18621843000170";"0765279400119";" ";"";02/03/2018;"";""
"00000409";"SMM COMERCIO DE BALANÇAS E REFRIGERAÇÃO EIRELE ME";"CNF 02 LOTE 05 LOJA 01 SUBSOLO";"TAGUATINGA";"BRASILIA";"DF";" ";"72125525";"";"10470681000105";"0751293600170";" ";"";12/03/2018;"61 30369184";""
"00000410";"SILVINO INFORMATICA LTDA";"QUADRA CLN 406 BLOCO E LOTE 32";"ASA NORTE";"BRASILIA";"DF";" ";"70847550";"";"02677924000152";"0742042100151";" ";"";14/03/2018;"61 33475450";""
"00000411";"RCG INDUSTRIA METALURGICA LTDA";"R SILVIO MANDREDI 214 PQ IND CUMBICA";"";"SAO  PAULO";"SP";" ";"07241000";"";"61156527000102";"336132902112";" ";"";20/03/2018;"11 21458500";""
"00000412";"BIOCENTRIX  MATERIAIS PARA LABORATORIOS";"RUA VAPABUSSU 882 LOJA 252 JARDIM AEROPORTO";"";"SAO  PAULO";"SP";" ";"04632011";"";"28594918000125";"118494200117";" ";"";22/03/2018;"11974563075";""
"00000413";"UP SERVIÇOS EIRELI - ME";"RUA DAS PALMEIRAS 06 APT 103 PAR-NORTE";"";"BRASILIA";"DF";" ";"71918000";"";"25111693000110";"";" ";"";09/04/2018;"";""
"00000414";"ETICA COMERCIO VAREJISTA DE TINTAS LTDA";"QUADRA 2 BLOCO A LOTE";"SOF NORTE";"BRASILIA";"DF";" ";"71987540";"";"04744446000181";"";" ";"";13/04/2018;"";""
"00000415";"ART COLOR BH TINTAS LTDA - EPP";"RUA PADRE EUSTAQUIO 80";"";"BELO HORIZONTE";"MG";" ";"30710580";"";"16971043000154";"0020400770083";" ";"";03/05/2018;"31 32177577";""
"00000416";"NOVA ERA INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS";"PARQUE RINCAO COTIA";"";"SAO  PAULO";"SP";" ";"06705435";"";"04596745000116";"278134717110";" ";"JAQUELINE";03/05/2018;"11 46174990";""
"00000417";"ROYAL QUIMICA LTDA - EM RECUPERACAO JUDICIAL";"ESTRADA ANTONIO JORGE";"CHACARAS NOVA SUZANO";"BOA VISTA PAULISTA";"SP";" ";"08666151";"";"05817537000405";"672265130113";" ";"";13/06/2018;"11 31642733";""
"00000418";"TECNOCOPY MAQUINAS E SUPRIMENTOS EIRELI";"SCRN QUADRA 708/709 BLOCO C LOJA 36";"ASA NORTE";"BRASILIA";"DF";" ";"70741630";"";"37096088000105";"";" ";"";27/06/2018;"";""
"00000419";"TECNODIGITAL INFORM. E COMUNI. VISUAL";"SIA SUL QUADRA 5C PARTE A LOTE 14";"";"BRASILIA";"DF";" ";"71200055";"";"01815580000138";"0746915500119";" ";"";05/07/2018;"61 32344500";""
"00000420";"ZURICH MINAS BRASIL SEGUROS S/A";"AV GETULIO VARGAS 1420 5 E 6 ANDAR";"";"SAO  PAULO";"SP";" ";"30112021";"";"17197385000121";"";" ";"";31/07/2018;"";""
"00000421";"RIACHO TINTAS";"AV CENTRAL BL 294 LT 372 LJ 10/02";"NUCLETO BANDEIRANTE";"BRASILIA";"DF";" ";"71720500";"";"11629112000122";"";" ";"";03/08/2018;"61 33860165";""
"00000422";"ANEST IWATA DO BRASIL COMERCIAL LTDA.";"RUA BENEDICTA DA SILVA PERINA";"JARDIM RESIDENCIAL FLORA";"LIMEIRA";"SP";" ";"13482238";"";"13090198000193";"417434874111";" ";"ANDRE";15/08/2018;"19 34421123";""
"00000423";"EXTINTORES BRASIL";"QSD 02 LOTE 17";"TAGUATINGA";"BRASILIA";"DF";" ";"72020015";"";"24034631000190";"";" ";"";28/08/2018;"61 35261807";""
"00000424";"JAPA CROMO";"AVENIDA AGUIA DE HAIA";"PARQUE PAINEIRAS";"VARZEA PTA";"SP";" ";"03694000";"";"30361698000131";"119396294116";" ";"";18/09/2018;"";""
"00000425";"VONIXX INDUSTRIA E COMERCIO DE POLIDORES LTDA";"R LUIS FRANCISCO XAVIER";"PAUPINA";"FORTALEZA";"CE";" ";"60872508";"";"07316197000111";"061795704";" ";"";09/10/2018;"";""
"00000426";"JAS-COMERCIO E CONFECÇOES";"QE RUA 15 LOTE 204 POLO DE MODAS";"GUARA";"BRASILIA";"DF";" ";"71070515";"";"11823153000155";"";" ";"";12/11/2018;"";""
"00000427";"NET";"ST SEN QUADRA 3";"ASA NORTE";"BRASILIA";"DF";" ";"72000000";"";"40432544044004";"";" ";"";07/12/2018;"";""
"00000428";"BRASFORT DISTRIBUIDORA DE TINTAS LTDA";"Q CSG 10 LOTE 06 E 07";"TAGUATINGA SUL";"BRASILIA";"DF";" ";"72035510";"";"30322066000169";"";" ";"";21/12/2018;"61 34561530";""
"00000429";"THAYCE KELLY CARDOSO NUNES ME";"Rua flor de Maio";"Ponta Kayana";"TRINDADE";"GO";" ";"75384367";"";"13787112000186";"105033090";" ";"";16/01/2019;"62 32100507";""
"00000430";"CARAUBAS COMERCIO DE CERAS POLIDORES LTDA";"PARUQE GUADALAJARA RUA ARARE 1532";"CAUCAIA";"CAUCAIA";"CE";" ";"61650110";"";"16562676000109";"066275075";" ";"";01/02/2019;"85 32742896";""
"00000431";"INTEXTIL ITAUNA TEXTIL LTDA";"AVENIDA ITAUNA 31 DISTRITO INDUSTRIAL";"ITAUNA";"ITAÚNA";"MG";" ";"35681782";"";"03100689000114";"0010055630014";" ";"";21/02/2019;"37 32429872";""
"00000432";"NUNES E MOCELLIN INFORMATICA";"CJ SIA TRECHO 007 CINJ N 100 QUIOSQUE LOJA C";"";"BRASILIA";"DF";" ";"71208900";"";"24122560000187";"";" ";"";29/03/2019;"";""
"00000433";"NATRIELLI QUIMICA LTDA";"RUA GUANABARA";"JARDIM REPRESA (FAZENDINHA)";"SANTANA DE PARNAÍBA";"SP";" ";"06529220";"";"58812108000169";"623021853110";" ";"GALBER";18/04/2019;"11 41568888";""
"00000434";"CLINICA UNIROCHA DE ESTETICA E MEDICINA DO TRABALHO LTDA";"Q C 12 AREA ESPECIAL PARA CINEMA";"TAGUATINGA";"BRASILIA";"DF";" ";"72019900";"";"12452584000115";"";" ";"";18/04/2019;"61 30426345";""
"00000435";"DHL LOGISTICS BRAZIL LTDA";"AVENIDA MARCOS PENTEADO DE ULHOA RODRIGUES";"TAMBORE";"ALDEIA";"SP";" ";"06460040";"";"02836056001501";"206283646111";" ";"";26/04/2019;"";""
"00000436";"MERCADO LIVRE";"LOJA MOV CAR";"";"BRASILIA";"DF";" ";"71000000";"";"00000000000";"";" ";"";09/05/2019;"";""
"00000437";"RENOVA INDUSTRIA E COMERCIO DE FILTROS LTDA";"RUA SERRA DE CAPIVARUCU";"VILA RENATO ZONA LESTE";"SÃO PAULO";"SP";" ";"03979010";"";"28685201000199";"";" ";"";04/06/2019;"11 35934312";""
"00000438";"JULIANA DA ROCHA MAIA";"Q SCLRN 706 BLOCO B";"ASA NORTE";"BRASILIA";"DF";" ";"70740512";"";"15266068000194";"";" ";"";10/06/2019;"62 30342088";""
"00000439";"PRO-SAUDE DISTRIBUIDORA DE MEDICAMENTOS EIRELI";"Q QUADRA 2";"SETOR INDUSTRIAL (CEILANDIA)";"BRASILIA";"DF";" ";"72265020";"";"21297758000103";"0770078600117";" ";"";18/06/2019;"61 30443250";""
"00000440";"BRILHO COMERCIO DE PRODUTOS DE LIMPEZA LTDA";"TERCEIRA AVENIDA AREA ESPECIAL 02 AVENIDA LOTE 1 LOJA 01";"BRASILIA";"BRASILIA";"DF";" ";"71720585";"";"33431782000172";"";" ";"";21/06/2019;"";""
"00000441";"JET STREET PRODUTOS AUTOMOTIVOS LTDA";"RUA RIO";"RUDGE RAMOS";"SAO BERNANDO DO CAMPO";"SP";" ";"09629000";"";"12034974000175";"635819289112";" ";"";21/06/2019;"";""
"00000442";"SIKA SA";"R LUIZA DE OLIVEIRA SOUZA";"JD ALVORADA";"JANDIRA";"SP";" ";"06612270";"";"33081704002562";"398078939110";" ";"";04/07/2019;"11 47727100";""
"00000443";"BEMATECH";"QD 02LOTE 430 GALPAO 2 P0ARTES";"SIA";"BRASILIA";"DF";" ";"70632210";"";"03873947000103";"";" ";"";18/07/2019;"61 33218339";""
"00000444";"SO ESTOPAS INDUSTRIA E COM. DE RESIDUO TEXTIL";"RUA SV 21 QUADRA 15 LOTE 18";"";"GOIÂNIA";"GO";" ";"74470625";"";"32494104000196";"";" ";"";13/08/2019;"";""
"00000445";"ETITEC PH COMERCIO";"QI 12 LOTES 21 A 23 LOJA 1";"TAGUATINGA NORTE";"BRASILIA";"DF";" ";"72135120";"";"22861342000139";"";" ";"";16/08/2019;"61 33557400";""
"00000446";"N2 SOLUCOES EM AUTOMOCAO EIRELI";"SCRN 712/713 BLOCO C LOJA 2 52";"";"BRASILIA";"DF";" ";"70760630";"";"09320994000106";"";" ";"";28/08/2019;"61 21077575";""
"00000447";"VITRINE DO AUDIO INSTRUMENTOS MUSICAIS";"TR SIA TRECHO 5,S N";"ZONA INDUSTRIAL GUARA";"BRASILIA";"DF";" ";"71205050";"";"25111619000102";"";" ";"";24/09/2019;"";""
"00000448";"PERFILADOS TERRA LTDA";"TRECHO 02 LO6TES 485/495";"SIA BRASILIA";"BRASILIA";"DF";" ";"71200020";"";"02741001000112";"";" ";"";16/10/2019;"61 32333525";""
"00000449";"INPRESS BRASILIA COMUNICAÇÃO LTDA";"SIBS QD 01 CONJUNTO A LOTE 01";"NUCLEO BANDEIRANTE";"BRASILIA";"DF";" ";"71736101";"";"09432796000126";"";" ";"";16/10/2019;"61 33422929";""
"00000450";"JTCE TRANSPORTES LTDA ME";"RUA JOSE PEREIRA 220";"PAUPINA";"FORTALEZA";"CE";" ";"60874380";"";"24932336000150";"065324579";" ";"";19/11/2019;"85323502194";""
"00000451";"FINK SISTEMAS AUTOMOTIVOS LTDA";"Q SOF SUL QD 8 CONJ A SN LOTE 04 SALA 201";"";"GUARA";"DF";" ";"71215241";"";"03595651000240";"0773782800211";" ";"";25/11/2019;"61 99847778";""
"00000452";"LIMA & PERGHER INDUSTRIAL E COMERCIO";"LOG Q AC 2019 CONJ D S/N CASA 07";"SANTA MARIA";"BRASILIA";"DF";" ";"72549320";"";"22685341000423";"0748063600233";" ";"";02/12/2019;"61 34514900";""
"00000453";"KALUNGA .COM. E IND. GRAFICA LTDA";"Q SCN QUADRA 1,1";"ASA NORTE";"BRASILIA";"DF";" ";"72000000";"";"43283811005976";"";" ";"";02/12/2019;"";""
"00000454";"LIMA & PERGHERN INDUSTRIA E COMERCIO";"LOG Q AC 2019 CONJUNTO D N.S/N CASA 07";"SANTA MARIA";"BRASILIA";"DF";" ";"72549320";"";"22685341000423";"";" ";"";06/12/2019;"61 34045655";""
"00000455";"DIANA DE ARAUJO";"RUA SERRA DE ITABAIANA";"PARQUE SANTA MADALENA";"SÃO PAULO";"SP";" ";"03981040";"";"31910390000160";"";" ";"";17/12/2019;"11 27196888";""
